param,mean,median,ci_0.950_LB,ci_0.950_UB
q_ind_306_pop_0,0.000057,0.000001,0.000000,0.000517
q_ind_307_pop_0,0.506974,0.506954,0.502225,0.511854
q_ind_308_pop_0,0.999958,0.999999,0.999607,1.000000
q_ind_309_pop_0,0.514921,0.514809,0.509523,0.520759
q_ind_310_pop_0,0.531456,0.531380,0.523439,0.539822
q_ind_311_pop_0,0.000046,0.000001,0.000000,0.000418
q_ind_312_pop_0,0.000069,0.000002,0.000000,0.000633
q_ind_313_pop_0,0.999520,0.999954,0.997253,1.000000
q_ind_314_pop_0,0.500500,0.500509,0.495911,0.505463
q_ind_315_pop_0,0.500482,0.500451,0.496944,0.504049
q_ind_316_pop_0,0.501045,0.501002,0.496148,0.506065
q_ind_317_pop_0,0.493814,0.493835,0.489831,0.497876
q_ind_318_pop_0,0.485738,0.485760,0.480694,0.490616
q_ind_319_pop_0,0.962554,0.962626,0.957494,0.967352
q_ind_320_pop_0,0.522285,0.522258,0.514044,0.530507
q_ind_321_pop_0,0.999965,0.999999,0.999685,1.000000
q_ind_322_pop_0,0.999677,0.999811,0.998687,1.000000
q_ind_323_pop_0,0.987906,0.987960,0.984807,0.990688
q_ind_324_pop_0,0.996575,0.996625,0.994783,0.998043
q_ind_325_pop_0,0.999951,0.999999,0.999569,1.000000
q_ind_326_pop_0,0.999966,0.999999,0.999705,1.000000
q_ind_327_pop_0,0.987183,0.987220,0.984083,0.990019
q_ind_328_pop_0,0.984933,0.984995,0.981525,0.987954
q_ind_329_pop_0,0.999957,0.999999,0.999612,1.000000
q_ind_330_pop_0,0.999970,0.999999,0.999738,1.000000
q_ind_331_pop_0,0.498889,0.498940,0.494692,0.502890
q_ind_332_pop_0,0.927552,0.927577,0.921044,0.933713
q_ind_333_pop_0,0.502626,0.502657,0.498571,0.506578
q_ind_334_pop_0,0.500276,0.500283,0.495786,0.504878
q_ind_335_pop_0,0.000324,0.000076,0.000000,0.001606
q_ind_336_pop_0,0.511698,0.511690,0.504215,0.519188
q_ind_337_pop_0,0.495366,0.495401,0.491358,0.499136
q_ind_338_pop_0,0.994634,0.994692,0.991724,0.997075
q_ind_339_pop_0,0.991355,0.991436,0.987608,0.994841
q_ind_340_pop_0,0.556138,0.556221,0.543672,0.569027
q_ind_341_pop_0,0.314636,0.314534,0.305691,0.323790
q_ind_342_pop_0,0.000032,0.000001,0.000000,0.000289
q_ind_343_pop_0,0.242979,0.242935,0.234137,0.252103
q_ind_344_pop_0,0.999803,0.999990,0.998544,1.000000
q_ind_345_pop_0,0.980839,0.980913,0.976741,0.984533
q_ind_346_pop_0,0.999907,0.999996,0.999313,1.000000
q_ind_347_pop_0,0.975859,0.975924,0.970941,0.980327
q_ind_348_pop_0,0.501892,0.501857,0.497636,0.506051
q_ind_349_pop_0,0.488041,0.488041,0.482834,0.493218
q_ind_350_pop_0,0.999969,0.999999,0.999716,1.000000
q_ind_351_pop_0,0.498955,0.498980,0.495601,0.502250
q_ind_352_pop_0,0.999943,0.999998,0.999538,1.000000
q_ind_353_pop_0,0.496834,0.496842,0.493013,0.500464
q_ind_354_pop_0,0.313780,0.313787,0.301604,0.325993
q_ind_355_pop_0,0.490232,0.490232,0.485712,0.494859
q_ind_356_pop_0,0.494014,0.494043,0.489957,0.497862
q_ind_357_pop_0,0.999950,0.999999,0.999532,1.000000
q_ind_358_pop_0,0.999949,0.999998,0.999589,1.000000
q_ind_359_pop_0,0.488943,0.488953,0.483705,0.494153
q_ind_360_pop_0,0.492134,0.492209,0.487978,0.496071
q_ind_361_pop_0,0.494476,0.494446,0.490358,0.498503
q_ind_362_pop_0,0.491953,0.491970,0.487190,0.496371
q_ind_363_pop_0,0.989651,0.989700,0.986231,0.992723
q_ind_364_pop_0,0.270047,0.269977,0.260123,0.280149
q_ind_365_pop_0,0.455053,0.455075,0.448908,0.461142
q_ind_366_pop_0,0.488973,0.489003,0.483228,0.494523
q_ind_367_pop_0,0.998584,0.998651,0.997169,0.999718
q_ind_368_pop_0,0.990181,0.990261,0.987003,0.992960
q_ind_369_pop_0,0.996284,0.996341,0.994154,0.998032
q_ind_370_pop_0,0.969426,0.969516,0.963765,0.974813
q_ind_371_pop_0,0.982095,0.982149,0.977855,0.985872
q_ind_372_pop_0,0.982867,0.982916,0.979088,0.986301
q_ind_373_pop_0,0.489843,0.489869,0.485172,0.494188
q_ind_374_pop_0,0.992224,0.992291,0.989511,0.994587
q_ind_375_pop_0,0.998247,0.998327,0.996530,0.999496
q_ind_376_pop_0,0.498052,0.498085,0.493374,0.502648
q_ind_377_pop_0,0.998497,0.998551,0.997112,0.999622
q_ind_378_pop_0,0.501853,0.501870,0.497278,0.506502
q_ind_379_pop_0,0.499419,0.499448,0.492169,0.506550
q_ind_380_pop_0,0.998153,0.998224,0.996528,0.999322
q_ind_381_pop_0,0.996120,0.996195,0.994020,0.997821
q_ind_382_pop_0,0.986504,0.986537,0.982502,0.990221
q_ind_383_pop_0,0.959043,0.959103,0.953273,0.964512
q_ind_384_pop_0,0.501227,0.501221,0.496523,0.505893
q_ind_385_pop_0,0.478493,0.478507,0.470551,0.486679
q_ind_386_pop_0,0.494316,0.494306,0.490180,0.498338
q_ind_387_pop_0,0.497613,0.497609,0.493357,0.501919
q_ind_388_pop_0,0.490422,0.490404,0.486082,0.494637
q_ind_389_pop_0,0.502826,0.502779,0.497966,0.507768
q_ind_390_pop_0,0.499250,0.499240,0.495184,0.503309
q_ind_391_pop_0,0.503779,0.503769,0.498555,0.509336
q_ind_392_pop_0,0.492811,0.492803,0.488172,0.497446
q_ind_393_pop_0,0.497400,0.497415,0.493271,0.501439
q_ind_394_pop_0,0.505218,0.505209,0.499306,0.511181
q_ind_395_pop_0,0.474139,0.474134,0.468475,0.479784
q_ind_396_pop_0,0.473243,0.473231,0.467392,0.479079
q_ind_397_pop_0,0.988193,0.988268,0.985084,0.990936
q_ind_398_pop_0,0.509526,0.509479,0.505878,0.513498
q_ind_399_pop_0,0.987772,0.987838,0.984344,0.990847
q_ind_400_pop_0,0.998244,0.998326,0.996607,0.999399
q_ind_401_pop_0,0.999759,0.999962,0.998697,1.000000
q_ind_402_pop_0,0.999932,0.999997,0.999453,1.000000
q_ind_403_pop_0,0.942368,0.942429,0.935933,0.948516
q_ind_404_pop_0,0.953881,0.953913,0.948185,0.959424
q_ind_405_pop_0,0.999962,0.999999,0.999656,1.000000
q_ind_406_pop_0,0.943560,0.943606,0.937439,0.949465
q_ind_407_pop_0,0.999953,0.999999,0.999589,1.000000
q_ind_408_pop_0,0.955126,0.955221,0.949281,0.960614
q_ind_409_pop_0,0.999918,0.999997,0.999332,1.000000
q_ind_410_pop_0,0.999968,0.999999,0.999725,1.000000
q_ind_411_pop_0,0.273780,0.273697,0.264198,0.283653
q_ind_412_pop_0,0.805246,0.805189,0.796441,0.814261
q_ind_413_pop_0,0.999969,0.999999,0.999726,1.000000
q_ind_414_pop_0,0.999930,0.999997,0.999403,1.000000
q_ind_415_pop_0,0.999947,0.999998,0.999547,1.000000
q_ind_416_pop_0,0.999931,0.999998,0.999390,1.000000
q_ind_417_pop_0,0.961108,0.961162,0.955448,0.966307
q_ind_418_pop_0,0.434574,0.434587,0.425672,0.443467
q_ind_419_pop_0,0.999803,0.999986,0.998655,1.000000
q_ind_420_pop_0,0.999853,0.999989,0.998995,1.000000
q_ind_421_pop_0,0.953979,0.954097,0.946256,0.961047
q_ind_422_pop_0,0.999841,0.999985,0.998948,1.000000
q_ind_423_pop_0,0.999728,0.999960,0.998487,1.000000
q_ind_424_pop_0,0.242282,0.242215,0.232129,0.252436
q_ind_425_pop_0,0.939542,0.939576,0.932585,0.946034
q_ind_426_pop_0,0.504556,0.504544,0.498719,0.510648
q_ind_427_pop_0,0.999959,0.999999,0.999642,1.000000
q_ind_428_pop_0,0.999958,0.999999,0.999642,1.000000
q_ind_429_pop_0,0.947547,0.947570,0.941387,0.953385
q_ind_430_pop_0,0.999966,0.999999,0.999673,1.000000
q_ind_431_pop_0,0.999951,0.999999,0.999575,1.000000
