param,mean,median,ci_0.950_LB,ci_0.950_UB
Q_ind_115_anc_2-1,0.000008,0.000000,0.000000,0.000084
Q_ind_116_anc_2-1,0.000013,0.000000,0.000000,0.000145
Q_ind_117_anc_2-1,0.000009,0.000000,0.000000,0.000105
Q_ind_118_anc_2-1,0.000009,0.000000,0.000000,0.000108
Q_ind_119_anc_2-1,0.000027,0.000000,0.000000,0.000369
Q_ind_120_anc_2-1,0.000008,0.000000,0.000000,0.000099
Q_ind_121_anc_2-1,0.008656,0.008549,0.005489,0.012473
Q_ind_122_anc_2-1,0.000019,0.000000,0.000000,0.000227
Q_ind_123_anc_2-1,0.000009,0.000000,0.000000,0.000094
Q_ind_124_anc_2-1,0.000009,0.000000,0.000000,0.000098
Q_ind_125_anc_2-1,0.000039,0.000000,0.000000,0.000510
Q_ind_126_anc_2-1,0.000007,0.000000,0.000000,0.000075
Q_ind_127_anc_2-1,0.000007,0.000000,0.000000,0.000070
Q_ind_128_anc_2-1,0.027054,0.026971,0.020499,0.034174
Q_ind_129_anc_2-1,0.000011,0.000000,0.000000,0.000110
Q_ind_130_anc_2-1,0.000079,0.000000,0.000000,0.000881
Q_ind_131_anc_2-1,0.000160,0.000000,0.000000,0.001437
Q_ind_132_anc_2-1,0.004726,0.004566,0.001879,0.008203
Q_ind_133_anc_2-1,0.000014,0.000000,0.000000,0.000169
Q_ind_134_anc_2-1,0.000007,0.000000,0.000000,0.000081
Q_ind_135_anc_2-1,0.002892,0.002830,0.000000,0.006269
Q_ind_136_anc_2-1,0.000015,0.000000,0.000000,0.000177
Q_ind_137_anc_2-1,0.000486,0.000000,0.000000,0.003464
Q_ind_138_anc_2-1,0.000007,0.000000,0.000000,0.000069
Q_ind_139_anc_2-1,0.000553,0.000000,0.000000,0.003206
Q_ind_140_anc_2-1,0.005470,0.005338,0.002343,0.009406
Q_ind_141_anc_2-1,0.000025,0.000000,0.000000,0.000296
Q_ind_142_anc_2-1,0.000009,0.000000,0.000000,0.000089
Q_ind_143_anc_2-1,0.000010,0.000000,0.000000,0.000102
Q_ind_144_anc_2-1,0.000008,0.000000,0.000000,0.000073
Q_ind_145_anc_2-1,0.000007,0.000000,0.000000,0.000078
Q_ind_146_anc_2-1,0.000008,0.000000,0.000000,0.000091
Q_ind_147_anc_2-1,0.000006,0.000000,0.000000,0.000068
Q_ind_148_anc_2-1,0.000013,0.000000,0.000000,0.000142
Q_ind_149_anc_2-1,0.000008,0.000000,0.000000,0.000071
Q_ind_150_anc_2-1,0.000007,0.000000,0.000000,0.000074
Q_ind_151_anc_2-1,0.000007,0.000000,0.000000,0.000066
Q_ind_152_anc_2-1,0.000007,0.000000,0.000000,0.000074
Q_ind_153_anc_2-1,0.000007,0.000000,0.000000,0.000075
Q_ind_154_anc_2-1,0.000007,0.000000,0.000000,0.000073
Q_ind_155_anc_2-1,0.000007,0.000000,0.000000,0.000074
Q_ind_156_anc_2-1,0.000022,0.000000,0.000000,0.000253
Q_ind_157_anc_2-1,0.000011,0.000000,0.000000,0.000116
Q_ind_158_anc_2-1,0.000006,0.000000,0.000000,0.000064
Q_ind_159_anc_2-1,0.000007,0.000000,0.000000,0.000064
Q_ind_160_anc_2-1,0.000006,0.000000,0.000000,0.000058
Q_ind_161_anc_2-1,0.000018,0.000000,0.000000,0.000221
Q_ind_162_anc_2-1,0.000014,0.000000,0.000000,0.000167
Q_ind_163_anc_2-1,0.000006,0.000000,0.000000,0.000068
Q_ind_164_anc_2-1,0.000007,0.000000,0.000000,0.000076
Q_ind_165_anc_2-1,0.000008,0.000000,0.000000,0.000082
Q_ind_166_anc_2-1,0.000018,0.000000,0.000000,0.000211
Q_ind_167_anc_2-1,0.000007,0.000000,0.000000,0.000072
Q_ind_168_anc_2-1,0.000007,0.000000,0.000000,0.000070
Q_ind_169_anc_2-1,0.000010,0.000000,0.000000,0.000108
Q_ind_170_anc_2-1,0.000009,0.000000,0.000000,0.000092
Q_ind_171_anc_2-1,0.000008,0.000000,0.000000,0.000079
Q_ind_172_anc_2-1,0.000008,0.000000,0.000000,0.000099
Q_ind_173_anc_2-1,0.000007,0.000000,0.000000,0.000078
Q_ind_174_anc_2-1,0.000011,0.000000,0.000000,0.000125
Q_ind_175_anc_2-1,0.000015,0.000000,0.000000,0.000189
Q_ind_176_anc_2-1,0.000008,0.000000,0.000000,0.000067
Q_ind_177_anc_2-1,0.000014,0.000000,0.000000,0.000155
