param,mean,median,ci_0.950_LB,ci_0.950_UB
Q_ind_253_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_254_anc_1-1,0.000002,0.000000,0.000000,0.000008
Q_ind_255_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_256_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_257_anc_1-1,0.000002,0.000000,0.000000,0.000007
Q_ind_258_anc_1-1,0.000002,0.000000,0.000000,0.000005
Q_ind_259_anc_1-1,0.000002,0.000000,0.000000,0.000013
Q_ind_260_anc_1-1,0.000003,0.000000,0.000000,0.000013
Q_ind_261_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_262_anc_1-1,0.000002,0.000000,0.000000,0.000007
Q_ind_263_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_264_anc_1-1,0.000002,0.000000,0.000000,0.000013
Q_ind_265_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_266_anc_1-1,0.000002,0.000000,0.000000,0.000008
Q_ind_267_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_268_anc_1-1,0.000002,0.000000,0.000000,0.000018
Q_ind_269_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_270_anc_1-1,0.000002,0.000000,0.000000,0.000015
Q_ind_271_anc_1-1,0.000004,0.000000,0.000000,0.000022
Q_ind_272_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_273_anc_1-1,0.000004,0.000000,0.000000,0.000027
Q_ind_274_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_275_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_276_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_277_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_278_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_279_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_280_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_281_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_282_anc_1-1,0.000004,0.000000,0.000000,0.000028
Q_ind_283_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_284_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_285_anc_1-1,0.000002,0.000000,0.000000,0.000007
Q_ind_286_anc_1-1,0.000001,0.000000,0.000000,0.000010
Q_ind_287_anc_1-1,0.000002,0.000000,0.000000,0.000008
Q_ind_288_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_289_anc_1-1,0.000004,0.000000,0.000000,0.000025
Q_ind_290_anc_1-1,0.000002,0.000000,0.000000,0.000013
Q_ind_291_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_292_anc_1-1,0.000003,0.000000,0.000000,0.000012
Q_ind_293_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_294_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_295_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_296_anc_1-1,0.000002,0.000000,0.000000,0.000008
Q_ind_297_anc_1-1,0.000002,0.000000,0.000000,0.000008
Q_ind_298_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_299_anc_1-1,0.000002,0.000000,0.000000,0.000010
