param,mean,median,ci_0.950_LB,ci_0.950_UB
q_ind_164_pop_1,0.000010,0.000000,0.000000,0.000124
q_ind_165_pop_1,0.000058,0.000000,0.000000,0.000600
q_ind_166_pop_1,0.000010,0.000000,0.000000,0.000110
q_ind_167_pop_1,0.000011,0.000000,0.000000,0.000110
q_ind_168_pop_1,0.000013,0.000000,0.000000,0.000151
q_ind_169_pop_1,0.000012,0.000000,0.000000,0.000129
q_ind_170_pop_1,0.000011,0.000000,0.000000,0.000118
q_ind_171_pop_1,0.000014,0.000000,0.000000,0.000167
q_ind_172_pop_1,0.000009,0.000000,0.000000,0.000103
q_ind_173_pop_1,0.000014,0.000000,0.000000,0.000158
q_ind_174_pop_1,0.000013,0.000000,0.000000,0.000160
q_ind_175_pop_1,0.000014,0.000000,0.000000,0.000155
q_ind_176_pop_1,0.000021,0.000000,0.000000,0.000237
q_ind_177_pop_1,0.000020,0.000000,0.000000,0.000216
q_ind_178_pop_1,0.000010,0.000000,0.000000,0.000113
q_ind_179_pop_1,0.000023,0.000000,0.000000,0.000259
q_ind_180_pop_1,0.000051,0.000000,0.000000,0.000610
q_ind_181_pop_1,0.000017,0.000000,0.000000,0.000194
q_ind_182_pop_1,0.000013,0.000000,0.000000,0.000147
q_ind_183_pop_1,0.000010,0.000000,0.000000,0.000114
q_ind_184_pop_1,0.000015,0.000000,0.000000,0.000185
q_ind_185_pop_1,0.000015,0.000000,0.000000,0.000171
q_ind_186_pop_1,0.000013,0.000000,0.000000,0.000158
q_ind_187_pop_1,0.000010,0.000000,0.000000,0.000121
q_ind_188_pop_1,0.000010,0.000000,0.000000,0.000119
q_ind_189_pop_1,0.000010,0.000000,0.000000,0.000105
q_ind_190_pop_1,0.000014,0.000000,0.000000,0.000165
q_ind_191_pop_1,0.000013,0.000000,0.000000,0.000149
q_ind_192_pop_1,0.997583,0.997697,0.995496,0.999041
q_ind_193_pop_1,0.000015,0.000000,0.000000,0.000174
q_ind_194_pop_1,0.000016,0.000000,0.000000,0.000176
q_ind_195_pop_1,0.000010,0.000000,0.000000,0.000117
q_ind_196_pop_1,0.000020,0.000000,0.000000,0.000220
q_ind_197_pop_1,0.999003,0.999136,0.997171,1.000000
q_ind_198_pop_1,0.999985,1.000000,0.999828,1.000000
q_ind_199_pop_1,0.000011,0.000000,0.000000,0.000117
q_ind_200_pop_1,0.000021,0.000000,0.000000,0.000241
q_ind_201_pop_1,0.000029,0.000000,0.000000,0.000342
q_ind_202_pop_1,0.000011,0.000000,0.000000,0.000121
q_ind_203_pop_1,0.000012,0.000000,0.000000,0.000133
q_ind_204_pop_1,0.183496,0.183480,0.172906,0.193954
q_ind_205_pop_1,0.000012,0.000000,0.000000,0.000141
q_ind_206_pop_1,0.000034,0.000000,0.000000,0.000384
q_ind_207_pop_1,0.000015,0.000000,0.000000,0.000165
q_ind_208_pop_1,0.000011,0.000000,0.000000,0.000117
q_ind_209_pop_1,0.436420,0.436346,0.424843,0.447698
q_ind_210_pop_1,0.000010,0.000000,0.000000,0.000108
q_ind_211_pop_1,0.000011,0.000000,0.000000,0.000123
q_ind_212_pop_1,0.000011,0.000000,0.000000,0.000112
q_ind_213_pop_1,0.000016,0.000000,0.000000,0.000150
q_ind_214_pop_1,0.000011,0.000000,0.000000,0.000123
q_ind_215_pop_1,0.000012,0.000000,0.000000,0.000143
